"=""260.382""","=""0.003""","=""260.3878""","=""0.0012""","=""""","=""""",,"=""44042.909""","=""82435.70""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.11d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""260.473""","=""0.010""","=""260.47753""","=""0.00014""","=""0""","=""""",,"=""44042.909""","=""82422.47""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.12p""","=""3P*""","=""2""",E2,"=""""","=""L15160c86""",
"=""262.5192""","=""0.0006""","=""262.5193""","=""0.0006""","=""20""","=""""",,"=""44042.909""","=""82123.98""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.12s""","=""3S""","=""1""",,"=""""","=""L3451""",
"=""263.895""","=""0.013""","=""263.8935""","=""0.0021""","=""0*""","=""""",,"=""44042.909""","=""81925.7""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.8f""","=""3F*""","=""4""",E2,"=""""","=""L7589c86""",
"=""263.895""","=""0.013""","=""263.9060""","=""0.0021""","=""0*""","=""""",,"=""44042.909""","=""81923.9""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.8f""","=""3F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""263.895""","=""0.013""","=""263.9116""","=""0.0021""","=""0*""","=""""",,"=""44042.909""","=""81923.1""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.8f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""263.9780""","=""0.0006""","=""263.9781""","=""0.0006""","=""6""","=""""",,"=""44042.909""","=""81913.55""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.10d""","=""3D""","=""3""",,"=""""","=""L3451""",
"=""264.015""","=""0.003""","=""264.0154""","=""0.0010""","=""""","=""""",,"=""44042.909""","=""81908.20""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.10d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""264.065""","=""0.003""","=""264.0447""","=""0.0014""","=""""","=""""",,"=""44042.909""","=""81904.0""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.10d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""264.108""","=""0.003""","=""264.1104""","=""0.0010""","=""""","=""""",,"=""44042.909""","=""81894.59""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.10d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""264.248""","=""0.010""","=""264.25619""","=""0.00013""","=""0""","=""""",,"=""44042.909""","=""81873.704""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.11p""","=""3P*""","=""2""",E2,"=""""","=""L15160c86""",
"=""264.275""","=""0.013""","=""264.2839""","=""0.0003""","=""1*""","=""""",,"=""39412.237""","=""77239.06""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.5f""","=""3F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""264.275""","=""0.013""","=""264.2993""","=""0.0003""","=""1*""","=""""",,"=""39412.237""","=""77236.86""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.5f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""265.2039""","=""0.0006""","=""265.20421""","=""0.00005""","=""1600""","=""3.9e+07""",B+,"=""39412.237""","=""77107.807""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7d""","=""3D""","=""2""",,"=""T5292""","=""L3451""",
"=""265.3690""","=""0.0002""","=""265.36886""","=""0.00013""","=""6000""","=""""",,"=""39412.237""","=""77084.42""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7d""","=""3D""","=""1""",,"=""""","=""L3456""",
"=""265.5134""","=""0.0002""","=""265.51300""","=""0.00005""","=""400""","=""1.10e+07""",B,"=""39412.237""","=""77063.970""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7d""","=""1D""","=""2""",,"=""T5292""","=""L3456""",
"=""265.58""","=""0.02""","=""265.56062""","=""0.00006""","=""""","=""""",,"=""0.000""","=""37644.982""","=""5d10.6s2""","=""1S""","=""0""","=""5d10.6s.6p""","=""3P*""","=""0""",HF,"=""""","=""L15225""",
"=""267.4908""","=""0.0006""","=""267.4915""","=""0.0006""","=""6""","=""""",,"=""44042.909""","=""81416.17""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.11s""","=""3S""","=""1""",,"=""""","=""L3451""",
"=""269.730""","=""0.013""","=""269.7251""","=""0.0022""","=""1*""","=""""",,"=""44042.909""","=""81106.7""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.7f""","=""3F*""","=""4""",E2,"=""""","=""L7589c86""",
"=""269.730""","=""0.013""","=""269.7345""","=""0.0015""","=""1*""","=""""",,"=""44042.909""","=""81105.4""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.7f""","=""3F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""269.730""","=""0.013""","=""269.7476""","=""0.0022""","=""1*""","=""""",,"=""44042.909""","=""81103.6""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.7f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""269.8828""","=""0.0006""","=""269.8834""","=""0.0005""","=""200""","=""""",,"=""44042.909""","=""81084.96""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.9d""","=""3D""","=""3""",,"=""""","=""L3451""",
"=""269.9376""","=""0.0006""","=""269.9381""","=""0.0009""","=""100""","=""""",,"=""44042.909""","=""81077.45""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.9d""","=""3D""","=""2""",,"=""""","=""L3483""",
"=""269.981""","=""0.003""","=""269.9854""","=""0.0004""","=""""","=""""",,"=""44042.909""","=""81070.96""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.9d""","=""3D""","=""1""",,"=""""","=""L7591""",
"=""270.080""","=""0.003""","=""270.08261""","=""0.00007""","=""""","=""""",,"=""44042.909""","=""81057.637""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.9d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""270.350""","=""0.010""","=""270.3383""","=""0.0004""","=""0""","=""""",,"=""44042.909""","=""81022.63""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.10p""","=""3P*""","=""2""",E2,"=""""","=""L15160c86""",
"=""275.2777""","=""0.0002""","=""275.27818""","=""0.00006""","=""400""","=""6.1e+06""",B,"=""37644.982""","=""73961.135""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.8s""","=""3S""","=""1""",,"=""T5292""","=""L3456""",
"=""275.9705""","=""0.0002""","=""275.97044""","=""0.00015""","=""10""","=""""",,"=""44042.909""","=""80267.97""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.10s""","=""3S""","=""1""",,"=""""","=""L3456""",
"=""277.458""","=""0.002""","=""277.4575""","=""0.0015""","=""""","=""""",,"=""54068.6829""","=""90099.6""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6p2""","=""3P""","=""0""",,"=""""","=""L10473""",
"=""279.995""","=""0.013""","=""279.9849""","=""0.0024""","=""1*""","=""""",,"=""44042.909""","=""79748.6""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.6f""","=""3F*""","=""4""",E2,"=""""","=""L7589c86""",
"=""279.995""","=""0.013""","=""280.0233""","=""0.0016""","=""1*""","=""""",,"=""44042.909""","=""79743.7""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.6f""","=""3F*""","=""2""",E2,"=""""","=""L7589c86""",
"=""279.995""","=""0.013""","=""280.0241""","=""0.0024""","=""1*""","=""""",,"=""44042.909""","=""79743.6""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.6f""","=""3F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""280.3466""","=""0.0002""","=""280.34662""","=""0.00024""","=""180""","=""""",,"=""44042.909""","=""79702.53""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.8d""","=""3D""","=""3""",,"=""""","=""L3456""",
"=""280.4434""","=""0.0006""","=""280.44390""","=""0.00024""","=""40""","=""""",,"=""44042.909""","=""79690.16""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.8d""","=""3D""","=""2""",,"=""""","=""L3451""",
"=""280.5344""","=""0.0006""","=""280.53512""","=""0.00016""","=""3""","=""""",,"=""44042.909""","=""79678.57""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.8d""","=""3D""","=""1""",,"=""""","=""L3451""",
"=""280.6773""","=""0.0002""","=""280.67698""","=""0.00016""","=""3""","=""""",,"=""44042.909""","=""79660.56""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.8d""","=""1D""","=""2""",,"=""""","=""L3456""",
"=""281.072""","=""0.006""","=""281.063""","=""0.005""","=""d""","=""""",,"=""44042.909""","=""79611.7""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.9p""","=""3P*""","=""2""",E2,"=""""","=""L4742""",
"=""285.6935""","=""0.0002""","=""285.69305""","=""0.00016""","=""20""","=""1.1e+06""",D+,"=""39412.237""","=""74404.56""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.8s""","=""1S""","=""0""",,"=""T5292""","=""L3456""",
"=""289.36010""","=""0.00010""","=""289.36001""","=""0.00006""","=""800""","=""1.57e+07""",B+,"=""39412.237""","=""73961.135""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.8s""","=""3S""","=""1""",,"=""T5292""","=""L7247""",
"=""292.5414""","=""0.0002""","=""292.54127""","=""0.00017""","=""70""","=""8.e+06""",D,"=""44042.909""","=""78216.12""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.9s""","=""3S""","=""1""",,"=""T3462""","=""L3456""",
"=""296.72830""","=""0.00010""","=""296.72832""","=""0.00006""","=""3000""","=""4.6e+07""",D,"=""37644.982""","=""71336.005""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.6d""","=""3D""","=""1""",,"=""T3462""","=""L7247""",
"=""296.752""","=""0.010""","=""296.75432""","=""0.00006""","=""1""","=""""",,"=""37644.982""","=""71333.053""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.6d""","=""1D""","=""2""",HF,"=""""","=""L15160c86,L15222""",
"=""300.714""","=""0.006""","=""300.7190""","=""0.0006""","=""3""","=""""",,"=""44042.909""","=""77286.86""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.5f""","=""3F*""","=""4""",E2,"=""""","=""L4742,L7589c86""",
"=""301.148""","=""0.006""","=""301.1520""","=""0.0005""","=""3*""","=""""",,"=""44042.909""","=""77239.06""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.5f""","=""3F*""","=""3""",E2,"=""""","=""L4742,L7589c86""",
"=""301.148""","=""0.006""","=""301.1720""","=""0.0004""","=""3*""","=""""",,"=""44042.909""","=""77236.86""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.5f""","=""3F*""","=""2""",E2,"=""""","=""L4742,L7589c86""",
"=""302.15040""","=""0.00010""","=""302.15041""","=""0.00010""","=""1200""","=""5.1e+07""",B+,"=""44042.909""","=""77129.372""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.7d""","=""3D""","=""3""",,"=""T5292""","=""L7247""",
"=""302.3471""","=""0.0002""","=""302.34748""","=""0.00006""","=""300""","=""9.4e+06""",B,"=""44042.909""","=""77107.807""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.7d""","=""3D""","=""2""",,"=""T5292""","=""L3456""",
"=""302.5606""","=""0.0006""","=""302.56150""","=""0.00017""","=""30""","=""""",,"=""44042.909""","=""77084.42""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.7d""","=""3D""","=""1""",,"=""""","=""L3451""",
"=""302.7490""","=""0.0002""","=""302.74888""","=""0.00006""","=""60""","=""1.98e+06""",C+,"=""44042.909""","=""77063.970""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.7d""","=""1D""","=""2""",,"=""T5292""","=""L3456""",
"=""303.845""","=""0.006""","=""303.8411""","=""0.0006""","=""""","=""""",,"=""44042.909""","=""76945.27""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d9.6s2.(2D<5/2>).6p""","=""2[7/2]*""","=""4""",E2,"=""""","=""L4742""",
"=""304.9705""","=""0.0009""","=""304.9705""","=""0.0008""","=""""","=""""",,"=""44042.909""","=""76823.43""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.8p""","=""3P*""","=""2""",E2,"=""""","=""L12931,L4742""",
"=""312.56740""","=""0.00010""","=""312.56732""","=""0.00005""","=""4000""","=""6.6e+07""",B+,"=""39412.237""","=""71396.073""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.6d""","=""3D""","=""2""",,"=""T5292""","=""L7247""",
"=""313.15550""","=""0.00010""","=""313.15547""","=""0.00006""","=""3000""","=""""",,"=""39412.237""","=""71336.005""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.6d""","=""3D""","=""1""",,"=""""","=""L7247""",
"=""313.18440""","=""0.00010""","=""313.18443""","=""0.00005""","=""4000""","=""""",,"=""39412.237""","=""71333.053""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.6d""","=""1D""","=""2""",,"=""""","=""L7247""",
"=""313.6679""","=""0.0010""","=""313.66813""","=""0.00013""","=""""","=""""",,"=""37644.982""","=""69516.576""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.7p""","=""3P*""","=""0""",2P,"=""""","=""L12931""",
"=""314.428""","=""0.006""","=""314.42320""","=""0.00009""","=""""","=""""",,"=""39412.237""","=""71207.296""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7p""","=""3P*""","=""2""",E2,"=""""","=""L4742""",
"=""330.4873""","=""0.0011""","=""330.48811""","=""0.00021""","=""""","=""""",,"=""39412.237""","=""69661.803""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7p""","=""3P*""","=""1""",2P,"=""""","=""L12931""",
"=""334.14840""","=""0.00010""","=""334.14834""","=""0.00008""","=""700""","=""1.68e+07""",B+,"=""44042.909""","=""73961.135""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.8s""","=""3S""","=""1""",,"=""T5292""","=""L7247""",
"=""336.271""","=""0.003""","=""336.271""","=""0.003""","=""""","=""""",,"=""54068.6829""","=""83798.1""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.20d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""336.815""","=""0.003""","=""336.815""","=""0.003""","=""""","=""""",,"=""54068.6829""","=""83750.05""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.19d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""337.173""","=""0.003""","=""337.173""","=""0.003""","=""""","=""""",,"=""54068.6829""","=""83718.5""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.20s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""337.493""","=""0.003""","=""337.493""","=""0.003""","=""""","=""""",,"=""54068.6829""","=""83690.4""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.18d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""337.944""","=""0.003""","=""337.9427""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""83651.0""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.19s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""338.330""","=""0.003""","=""338.3293""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""83617.2""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.17d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""338.878""","=""0.003""","=""338.8821""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""83569.0""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.18s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""339.371""","=""0.003""","=""339.3688""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""83526.7""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.16d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""340.068""","=""0.003""","=""340.068""","=""0.003""","=""""","=""""",,"=""54068.6829""","=""83466.1""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.17s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""340.699""","=""0.003""","=""340.6988""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""83411.7""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.15d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""341.598""","=""0.003""","=""341.5976""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""83334.5""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.16s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""342.426""","=""0.003""","=""342.4307""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""83263.3""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.14d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""343.615""","=""0.003""","=""343.615""","=""0.004""","=""""","=""""",,"=""54068.6829""","=""83162.7""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.15s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""344.664""","=""0.003""","=""344.6656""","=""0.0024""","=""""","=""""",,"=""54068.6829""","=""83074.0""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.13d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""344.727""","=""0.003""","=""344.7262""","=""0.0020""","=""""","=""""",,"=""54068.6829""","=""83068.90""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.13d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""346.352""","=""0.003""","=""346.3505""","=""0.0024""","=""""","=""""",,"=""54068.6829""","=""82932.9""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.14s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""347.716""","=""0.013""","=""347.729""","=""0.006""","=""0""","=""""",,"=""54068.6829""","=""82818.5""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.10f""","=""1F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""347.804""","=""0.003""","=""347.8035""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""82812.32""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.12d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""347.891""","=""0.003""","=""347.8899""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""82805.18""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.12d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""350.200""","=""0.003""","=""350.1991""","=""0.0025""","=""""","=""""",,"=""54068.6829""","=""82615.7""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.13s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""352.170""","=""0.013""","=""352.180""","=""0.005""","=""0""","=""""",,"=""54068.6829""","=""82455.1""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.9f""","=""1F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""352.302""","=""0.003""","=""352.3009""","=""0.0021""","=""""","=""""",,"=""54068.6829""","=""82445.40""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.11d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""352.427""","=""0.003""","=""352.4213""","=""0.0021""","=""""","=""""",,"=""54068.6829""","=""82435.70""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.11d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""354.346""","=""0.004""","=""354.3352""","=""0.0020""","=""60""","=""""",,"=""68886.43""","=""97100.23""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d9.6s2.(2D<5/2>).7s""","=""2[5/2]""","=""3""",,"=""""","=""L4742,L1310c86""",
"=""355.873""","=""0.003""","=""355.8730""","=""0.0023""","=""""","=""""",,"=""54068.6829""","=""82160.57""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.12s""","=""1S""","=""0""",,"=""""","=""L7591""",
"=""358.885""","=""0.013""","=""358.883""","=""0.005""","=""0""","=""""",,"=""54068.6829""","=""81925.0""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.8f""","=""1F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""359.101""","=""0.003""","=""359.0992""","=""0.0018""","=""""","=""""",,"=""54068.6829""","=""81908.20""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.10d""","=""3D""","=""2""",,"=""""","=""L7591""",
"=""359.148""","=""0.020""","=""359.153""","=""0.003""","=""1""","=""""",,"=""54068.6829""","=""81904.0""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.10d""","=""3D""","=""1""",,"=""""","=""L7587c86""",
"=""359.274""","=""0.003""","=""359.2748""","=""0.0019""","=""""","=""""",,"=""54068.6829""","=""81894.59""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.10d""","=""1D""","=""2""",,"=""""","=""L7591""",
"=""365.01580""","=""0.00010""","=""365.01579""","=""0.00009""","=""9000""","=""1.29e+08""",B+,"=""44042.909""","=""71431.180""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.6d""","=""3D""","=""3""",,"=""T5292""","=""L7247""",
"=""365.48420""","=""0.00010""","=""365.48429""","=""0.00007""","=""3000""","=""1.84e+07""",B,"=""44042.909""","=""71396.073""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.6d""","=""3D""","=""2""",,"=""T5292""","=""L7247""",
"=""366.28870""","=""0.00010""","=""366.28869""","=""0.00008""","=""500""","=""3.6e+06""",C,"=""44042.909""","=""71336.005""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.6d""","=""3D""","=""1""",,"=""T3447""","=""L7247""",
"=""366.32840""","=""0.00010""","=""366.32831""","=""0.00007""","=""2000""","=""""",,"=""44042.909""","=""71333.053""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.6d""","=""1D""","=""2""",,"=""""","=""L7247""",
"=""368.0211""","=""0.0014""","=""368.02427""","=""0.00012""","=""""","=""""",,"=""44042.909""","=""71207.296""","=""5d10.6s.6p""","=""3P*""","=""2""","=""5d10.6s.7p""","=""3P*""","=""2""",E2,"=""""","=""L12931,L4742""",
"=""369.779""","=""0.013""","=""369.754""","=""0.005""","=""0""","=""""",,"=""54068.6829""","=""81106.0""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.7f""","=""1F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""370.1442""","=""0.0020""","=""370.1448""","=""0.0016""","=""50""","=""""",,"=""54068.6829""","=""81077.45""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.9d""","=""3D""","=""2""",,"=""""","=""L7593""",
"=""370.236""","=""0.010""","=""370.2338""","=""0.0007""","=""1""","=""""",,"=""54068.6829""","=""81070.96""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.9d""","=""3D""","=""1""",,"=""""","=""L15160c86""",
"=""370.41655""","=""0.00010""","=""370.41655""","=""0.00010""","=""9""","=""""",,"=""54068.6829""","=""81057.637""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.9d""","=""1D""","=""2""",,"=""""","=""L3451""",
"=""379.000""","=""0.004""","=""379.001""","=""0.003""","=""80""","=""""",,"=""70932.2""","=""97309.84""","=""5d9.6s2.(2D<5/2>).6p""","=""2[7/2]*""","=""3""","=""5d9.6s2.(2D<5/2>).7s""","=""2[5/2]""","=""2""",,"=""""","=""L4742,L1310c86""",
"=""380.16583""","=""0.00010""","=""380.16582""","=""0.00010""","=""50""","=""""",,"=""54068.6829""","=""80365.528""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.10s""","=""1S""","=""0""",,"=""""","=""L3451""",
"=""381.58""","=""0.02""","=""381.5815""","=""0.0003""","=""1""","=""""",,"=""54068.6829""","=""80267.97""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.10s""","=""3S""","=""1""",,"=""""","=""L7587c86""",
"=""382.040""","=""0.004""","=""382.037""","=""0.003""","=""50""","=""""",,"=""70932.2""","=""97100.23""","=""5d9.6s2.(2D<5/2>).6p""","=""2[7/2]*""","=""3""","=""5d9.6s2.(2D<5/2>).7s""","=""2[5/2]""","=""3""",,"=""""","=""L4742,L1310c86""",
"=""386.085""","=""0.004""","=""386.0963""","=""0.0024""","=""30""","=""""",,"=""71207.296""","=""97100.23""","=""5d10.6s.7p""","=""3P*""","=""2""","=""5d9.6s2.(2D<5/2>).7s""","=""2[5/2]""","=""3""",,"=""""","=""L4742,L1310c86""",
"=""389.386""","=""0.013""","=""389.363""","=""0.005""","=""1""","=""""",,"=""54068.6829""","=""79744.4""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.6f""","=""1F*""","=""3""",E2,"=""""","=""L7589c86""",
"=""390.1868""","=""0.0008""","=""390.1870""","=""0.0005""","=""30""","=""""",,"=""54068.6829""","=""79690.16""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.8d""","=""3D""","=""2""",,"=""""","=""L3451""",
"=""390.3638""","=""0.0020""","=""390.3636""","=""0.0003""","=""0.5""","=""""",,"=""54068.6829""","=""79678.57""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.8d""","=""3D""","=""1""",,"=""""","=""L7593c86""",
"=""390.6371""","=""0.0008""","=""390.6383""","=""0.0003""","=""40""","=""""",,"=""54068.6829""","=""79660.56""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.8d""","=""1D""","=""2""",,"=""""","=""L3451""",
"=""398.392""","=""0.005""","=""398.396""","=""0.003""","=""2""","=""""",,"=""68886.43""","=""93980.0""","=""5d9.6s2.(2D<5/2>).6p""","=""2[3/2]*""","=""2""","=""5d10.6p2""","=""3P""","=""1""",,"=""""","=""L15226c86""",
"=""402.595""","=""0.008""","=""402.601""","=""0.003""","=""4""","=""""",,"=""63928.120""","=""88759.6""","=""5d10.6s.7s""","=""1S""","=""0""","=""5d9.6s2.(2D<3/2>).6p""","=""2[1/2]*""","=""1""",,"=""""","=""L7588c86""",
"=""404.65650""","=""0.00010""","=""404.65643""","=""0.00008""","=""12000""","=""2.07e+07""",B,"=""37644.982""","=""62350.325""","=""5d10.6s.6p""","=""3P*""","=""0""","=""5d10.6s.7s""","=""3S""","=""1""",,"=""T5292""","=""L7247""",
"=""407.78370""","=""0.00010""","=""407.78370""","=""0.00008""","=""1000""","=""4.0e+06""",B,"=""39412.237""","=""63928.120""","=""5d10.6s.6p""","=""3P*""","=""1""","=""5d10.6s.7s""","=""1S""","=""0""",,"=""T5292""","=""L7247""",
"=""410.8054""","=""0.0008""","=""410.8054""","=""0.0007""","=""70""","=""2.2e+06""",D,"=""54068.6829""","=""78404.24""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.9s""","=""1S""","=""0""",,"=""T3462""","=""L3451""",
